tomst_id,T1,T2,T3
94204766,0,0.0853,-0.0209
94204768,0,-0.0239,0.0296
94204769,-0.0873,0.0093,0
94204767,0.005,-0.0031,0
94204755,-0.0196,0.0397,0
94204754,0,0.051,-0.1431
94204753,-0.1274,0.0206,0
94204752,-0.0426,0.0228,0
94204751,0,0.0357,-0.0699
94184805,-0.0946,0.201,0
94184803,0,0.0911,-0.0134
94184801,0,0.0425,-0.0937
94184855,0,-0.2075,0.0307
94184856,0,-0.0293,0.052
94194307,0.139,-0.0236,0
94194303,0.0771,0,-0.1284
94194310,0.1273,0,-0.0273
94184809,0.1219,-0.048,0
94194305,0.1379,-0.1113,0
94184842,0.1948,0,-0.0445
94184841,0,0.1063,-0.0612
94194308,0,-0.0933,0.0248
94184854,0.0435,-0.0872,0
94184860,0.1262,-0.0053,0
94184853,0.0051,-0.1236,0
94184857,-0.0398,0,0.0039
94184806,-0.0186,0,0.0038
94184802,0,0.0494,-0.0512
94184804,-0.0254,0.0379,0
94184807,0.0756,0,-0.0053
94184858,0,0.0736,-0.0678
94184851,0.1707,0,-0.0909
94184859,-0.0356,0.168,0
94194301,0.0431,-0.1127,0
94194306,0.0769,-0.0298,0
94194302,0.0721,0,-0.0264
94184843,-0.0162,0.0379,0
94184844,-0.0825,0.0227,0
94184846,0.0763,-0.1271,0
94194309,0.1363,0,-0.0354
94194289,0,-0.0259,0.1616
94184808,0,0.0653,-0.0253
94184810,-0.0497,0,0.0328
94194281,0,-0.0164,0.0123
94194284,-0.0674,0,0.0696
94194283,0,-0.0335,0.009
94194282,0.1556,-0.0076,0
94194285,-0.1032,0,0.1584
94194288,-0.031,0,0.0078
94184847,0.0845,0,-0.0127
94184845,0.1052,0,-0.0563
94184848,0,0.037,-0.0703
94184850,0,0.0913,-0.0122
94184849,-0.0945,0,0.0376
94194304,-0.099,0,0.099
94194290,0.1211,-0.117,0
94194286,0.0041,0,-0.0373
94194287,0.265,-0.0013,0
94194379,0.0688,0,-0.19
94194398,0.0682,0,-0.0794
94194373,-0.0405,0,0.1074
94194253,0.0723,-0.1381,0
94194368,0.0331,0,-0.0594
94190042,0.0252,-0.0516,0
94194401,0.0922,0,-0.0764
94194396,0.1409,0,-0.045
94194260,0.1446,-0.0387,0
94194371,0.2866,0,-0.2796
94194367,0,0.024,-0.0246
94194364,0,0.0454,-0.0773
94190041,0,-0.0489,0.1354
94194394,0.0691,-0.0297,0
94194374,0,0.1937,-0.0477
94194376,0.1275,0,-0.1064
94194267,0.1458,-0.0505,0
94194397,0.1441,0,-0.1059
94194402,0.1888,-0.0204,0
94194369,0,0.0516,-0.042
94194404,0.1478,0,-0.0563
94194405,0.0847,0,-0.1009
94194255,0.0998,0,-0.0333
94194391,0,0.0107,-0.144
94194361,0.0552,0,-0.157
94194408,0.018,-0.0629,0
94194375,0.1759,-0.0037,0
94194410,-0.0064,0.0438,0
94194399,-0.0172,0,0.0144
94194262,0.1717,-0.0156,0
94194400,0,0.0531,-0.032
94194395,0.0704,-0.0294,0
94194377,0,0.0377,-0.0606
94194254,0.0226,0,-0.0719
94194256,0,-0.21,0.0544
94194252,0.2556,0,-0.0249
94194365,0.0059,-0.0108,0
94194261,0.0899,0,-0.0732
94194258,0.0193,0,-0.0746
94194409,0.0371,0,-0.0798
94194362,0.1973,0,-0.0095
94194403,0.083,0,-0.0622
94194378,0.1668,-0.0647,0
94194380,0.0043,-0.1895,0
94194372,0.0099,0,-0.1369
94194363,0.0863,-0.0791,0
94194392,0.13,0,-0.0729
94194370,0.0465,-0.0581,0
94194251,0.1239,0,-0.0132
94194407,0.0872,0,-0.0498
94194324,-0.057,0,0.0016
94194338,0,-0.1413,0.0113
94194207,0.0206,-0.0926,0
94194319,0,-0.1246,0.0469
94194296,0.1214,-0.0603,0
94194322,0.4363,-0.0576,0
94194336,0.0068,0,-0.1456
94194298,0.1446,-0.0778,0
94194316,-0.0625,0,0.002
94194294,0.2941,-0.0758,0
94194318,0.2028,-0.0121,0
94194329,0.1491,-0.2442,0
94194201,0,-0.1194,0.0099
94194315,0,-0.0364,0.073
94194335,0.1912,-0.027,0
94194295,0.0633,0,-0.1517
94194300,0,0.0165,-0.0929
94194328,0,0.0435,-0.0981
94194312,0.0971,-0.0497,0
94194321,0.2129,-0.0497,0
94194327,0.1056,0,-0.0371
94194311,0.0251,-0.0599,0
94194210,0.0531,-0.1222,0
94194320,0.1168,0,-0.0744
94194203,0.1578,-0.0694,0
94194206,0,0.1138,-0.0429
94194202,0.1143,0,-0.0045
94194314,0.0178,-0.1314,0
94194333,0.2036,0,-0.0041
94194323,0.2382,0,-0.029
94194313,0.1799,-0.0583,0
94194421,0.09,0,-0.0194
94194331,0.1491,0,-0.0171
94194292,0.103,0,-0.124
94194337,0.0381,0,-0.1856
94194299,0,-0.1395,0.0099
94212876,0.1311,-0.0343,0
94194205,0.1235,-0.1637,0
94190043,0.0645,0,-0.0957
94212877,-0.0315,0.229,0
94194293,0.1817,-0.0064,0
94194297,0.1145,-0.0276,0
94194209,0.2013,-0.0074,0
94194204,0.1871,-0.015,0
94194332,0.0492,0,-0.1599
94194334,0,-0.0046,0.0743
94194208,0,-0.0639,0.0307
94194340,0.1006,-0.0991,0
94194291,0.1062,-0.0253,0
94194339,0.0529,-0.0724,0
94194325,0,-0.0041,0.1709
94212201,-0.0222,0.0033,0
94212202,0,0.1037,-0.066
94212203,0.0061,0,-0.1656
94212204,0.0683,0,-0.0716
94212205,-0.0906,0.1364,0
94212206,0.051,0,-0.1411
94212208,0,0.0531,-0.0136
94212210,-0.1333,0,0.0238
94212211,0,0.0566,-0.0434
94212212,-0.1067,0.0722,0
94212214,-0.0266,0,0.0302
94212215,0.0038,-0.0804,0
94212216,0,-0.0477,0.0322
94212217,0.2241,0,-0.1277
94212218,0.0777,0,-0.0586
94212219,0.0568,0,-0.0098
94212220,0,0.0331,-0.0623
94212221,0.1283,0,-0.0675
94212222,0.0698,-0.0105,0
94212223,0,-0.0233,0.0153
94212224,0.1316,-0.221,0
94212225,0.0565,0,-0.0137
94212226,-0.0131,0.0482,0
94212227,0.0257,0,-0.0672
94212228,-0.1371,0.2535,0
94212229,-0.0774,0.1788,0
94212230,-0.042,0.1431,0
94212231,0.0514,0,-0.0328
94212232,0,0.0116,-0.048
94212233,0,0.0663,-0.1244
94212234,0,0.0917,-0.0271
94212235,0.0245,0,-0.1136
94212236,0.1409,0,-0.009
94212237,-0.1104,0.1601,0
94212238,0,0.0689,-0.0614
94212239,-0.0981,0,0.0027
94212240,0,0.0103,-0.157
94212242,-0.2775,0.109,0
94212243,0.0155,0,-0.0909
94212245,-0.0924,0,0.0014
94212246,0.0719,-0.0432,0
94212247,0,-0.0934,0.053
94212248,0.0357,0,-0.1649
94212249,-0.1085,0,0.0287
94212250,-0.0416,0,0.0335
94212251,-0.1776,0.0668,0
94212252,-0.0051,0.199,0
94212253,0,0.1007,-0.067
94212254,0.3069,0,-0.0106
94212256,-0.0143,0,0.0876
94212257,0,0.063,-0.0117
94212258,0.0513,-0.0441,0
94212259,-0.0155,0.0527,0
94212261,-0.0985,0.0361,0
94212263,0.1108,0,-0.0151
95134862,-0.1649,0.0424,0
95223501,-0.0201,0.1817,0
95223502,-0.1135,0.0719,0
95223503,-0.1477,0,0.0181
95223504,-0.1004,0.0378,0
95223505,-0.2122,0.0295,0
95223506,-0.0785,0.1976,0
95223507,-0.1753,0.0719,0
95223508,-0.2149,0.0053,0
95223509,-0.0712,0,0.003
95223510,-0.2248,0.1613,0
95223511,-0.1031,0.2052,0
95223512,-0.0161,0.083,0
95223513,-0.0302,0.0307,0
95223514,-0.036,0.0591,0
95223515,-0.2584,0.0598,0
95223516,-0.1727,0.0386,0
95223517,-0.2148,0,0.1552
95223518,-0.0717,0.3638,0
95223519,-0.1204,0.1106,0
95223520,-0.083,0,0.0597
95223521,-0.2283,0,0.0676
95223522,-0.2232,0,0.0703
95223523,-0.2416,0,0.1033
95223524,-0.1658,0.1925,0
95223525,-0.0816,0,0.0857
95223526,-0.0942,0.0259,0
95223527,-0.1349,0.0613,0
95223528,-0.2494,0,0.1455
95223529,-0.0978,0.0478,0
95223530,-0.2397,0,0.1186
95223531,-0.0875,0,0.1513
95223532,-0.2262,0,0.0812
95223533,-0.0109,0.1596,0
95223534,-0.0833,0.075,0
95223535,-0.0554,0.0887,0
95223536,-0.2226,0.0265,0
95223537,-0.0852,0.1995,0
95223538,-0.1473,0,0.1054
95223539,-0.1062,0,0.1171
95223540,-0.0301,0,0.0491
95223541,-0.1285,0,0.1268
95223542,-0.1084,0,0.0143
95223543,-0.0443,0,0.0212
95223544,-0.1185,0,0.0275
95223545,-0.0641,0.1162,0
95223546,-0.2041,0.1254,0
95223547,0,0.1286,-6e-04
95223548,-0.1843,0,0.0608
95223550,-0.0039,0,0.2827
95223551,-0.1839,0.0023,0
95223552,-0.1577,0.2006,0
95223553,-0.0093,0.0581,0
95223554,-0.2853,0,0.1985
95223555,-0.0161,0.0599,0
94213507,-0.5031,0,0.0327
94213519,-0.274,0,0.0712
95256151,-0.0848,0.0308,0
95256156,-0.0563,0,0.0865
95256157,-0.2926,0.0199,0
95256158,0,0.1835,-0.0212
95256159,-0.2325,0.0515,0
95256160,-0.1273,0.1041,0
95256165,-0.1774,0,0.0101
95256171,-0.1388,0,0.088
95256172,-0.1109,0,0.0392
95256173,-0.1815,0.0312,0
95256174,-0.0602,0.0327,0
95256175,-0.1284,0,0.0677
95256176,-0.2622,0.1117,0
95256177,-0.1876,0,0.1165
95256178,-0.1211,0.2387,0
95256179,-0.1602,0,0.123
95256180,0.0317,-0.0708,0
95256181,-0.0141,0.0264,0
95256182,-0.0801,0,0.4066
95256183,-0.3332,0.155,0
95256184,-0.1593,0.0806,0
95256185,-0.1908,0.0213,0
95256186,-0.1844,0.0776,0
95256189,-0.0987,0.1522,0
95256190,-0.2029,0.0191,0
95256191,-0.363,0.1432,0
95256192,-0.2992,0.1978,0
95256193,-0.1347,0.0843,0
95256194,-0.1074,0.2091,0
95256195,-0.0747,0.1101,0
95256196,0,0.0916,-0.0368
95256197,-0.1121,0.004,0
95256198,-0.3771,0.1274,0
95256200,-0.247,0.0341,0
94214102,0,0.0369,-0.016
94214103,0,0.1714,-0.0133
94214104,0,0.1101,-0.0521
94214105,-0.2242,0.1224,0
94214106,-0.0287,0.0267,0
94214107,-0.2368,0.0773,0
94214108,-0.1411,0.0218,0
94214109,0.0556,-0.0122,0
94214110,-0.0238,0.1577,0
94214111,0.0096,0,-0.0338
94214112,-0.0597,0.0641,0
94214113,-0.0331,0.1528,0
94214114,-0.0752,0.0983,0
94214115,-0.1794,0,0.0136
94214116,-0.198,0,0.0179
94214117,-0.2522,0.1002,0
94214119,-0.0185,0,0.4252
94214120,-0.0906,0,0.0936
94214121,-0.1479,0,0.0496
94214122,-0.0633,0.1988,0
94214123,-0.0361,0.0987,0
94214124,-0.1753,0,0.1087
94214125,-0.1812,0.0165,0
94214126,0,0.0227,-0.0876
94214127,0,0.0383,-0.0135
94214128,-0.135,0.0138,0
94214129,-0.0798,0.0268,0
94214130,-0.1074,0,0.0321
94214131,0,0.0426,-0.1234
94214132,-0.0535,0.1173,0
94214133,-0.0744,0.0452,0
94214135,-0.0806,0,0.0151
94214136,-0.0286,0,0.0281
94214137,0,-0.0026,0.0347
94214138,0,0.137,-0.054
94214139,0,0.0489,-0.0061
94214140,-0.1468,0,0.0142
94214141,-0.0693,0.0281,0
94214142,0,0.0805,-0.0011
94214143,-0.1126,0.0023,0
94214144,-0.2697,0.129,0
94214145,0.0234,0,-0.0887
94214146,0,0.0023,-0.066
94214147,-0.0481,0.1452,0
94214148,-0.0703,0,0.0513
94214149,-0.1934,0,0.0237
94214150,-0.0154,0.059,0
94214306,0,-0.0775,0.1656
94214310,0.0462,0,-0.0389
95224051,-0.2519,0,0.2973
95224054,-0.1999,0,0.0091
95224061,-0.2768,0.0463,0
94214156,-0.0596,0.2068,0
94214157,-0.2532,0,6e-04
94214158,-0.084,0.0582,0
94214160,-0.0094,0.0656,0
94214161,-0.0112,0.1138,0
94214162,-0.0208,0,0.0745
94214163,-0.0085,0.0979,0
94214164,-0.0232,0,0.0405
94214165,-0.1765,0.1068,0
94214181,0,0.0555,-0.0418
94214182,0,0.0532,-0.2127
94214183,0,0.0677,-0.0057
94214184,0,0.1197,-0.179
94214185,-0.0172,0.16,0
94214186,-0.0154,0.042,0
94214187,-0.0309,0.016,0
94214188,0.0221,0,-0.07
94214189,0,0.0914,-0.0647
94214190,-0.0369,0,0.0726
94214196,0,0.0519,-0.0728
94214197,0.0045,0,-0.1147
94214198,0.0747,-0.0182,0
94214199,0,0.1778,-0.0089
94214200,0,0.0055,-0.0464
94214201,-0.0098,0,0.0717
94214202,-0.0411,0.0546,0
94214203,0,0.1627,-0.0317
94214204,0.1027,-0.0234,0
94214205,-0.1203,0,0.0496
94214206,-0.0263,0.0638,0
94214207,-0.0779,0.1225,0
94214208,0.0285,-0.0141,0
94214209,0.0201,0,-0.0348
94214210,-0.083,0.2085,0
94214211,0.0066,-0.0027,0
94214212,-0.0908,0.0193,0
94214213,-0.0373,0.1804,0
94214214,-0.0506,0.0825,0
94214215,0,0.0388,-0.0759
94214216,0.0614,0,-0.0405
94214217,0.0117,-0.0635,0
94214218,0,0.1194,-0.0525
94214219,0,0.0781,-0.0951
94214220,0.2342,0,-0.0783
94214221,0,0.0392,-0.0321
94214222,0,0.0163,-0.0894
94214223,0.074,0,-0.0948
94214224,-0.0281,0.0322,0
94214225,0.1412,0,-0.0695
94214226,-0.1299,0.0346,0
94214227,0.0059,0,-0.2006
94214228,0,0.1112,-0.0232
94214229,-0.013,0.035,0
94214230,0.0102,0,-0.2197
94214231,0.073,-0.0531,0
94214232,-0.0539,0,0.0354
94214234,0,-0.0243,0.0059
94214235,0,0.0828,-8e-04
94214241,-0.0507,0.1778,0
94214242,0.0912,-0.0143,0
94214243,0,-0.0055,0.078
94214245,-0.0105,0.1097,0
94214246,0.0471,0,-0.1069
94214247,0,0.0077,-0.071
94214248,-0.0616,0.1305,0
94214249,-0.1431,0.1137,0
94214250,0,0.1382,-0.0125
94214258,-0.2199,0,0.1557
94214259,0.0589,0,-0.1004
94214260,-0.1161,0,0.088
94214276,-0.1311,0.0778,0
94214278,-0.1407,0.1615,0
94214279,0.1089,0,-0.0104
94214280,-0.2137,0.0321,0
94214286,-0.2735,0.0378,0
94214287,0.0118,0,-0.0189
94214288,-0.0851,0.114,0
94214289,-0.1361,0.0793,0
94214290,-0.1738,0,0.0429
94214291,-0.0732,0.0346,0
94214292,0,-0.0763,0.0205
94214293,-0.0265,0,0.051
94214294,-0.0236,0.1644,0
94214295,-0.0467,0,0.0387
94214296,-0.1467,0,0.0476
94214297,0,0.005,-0.2103
94214298,-0.1005,0,0.0513
94214299,-0.0556,0.1711,0
94214300,-0.1543,0.0041,0
94214316,0,0.0026,-0.27
94214317,-0.0106,0,0.0766
94214318,-0.1592,0.1068,0
94214319,0,-0.036,0.0163
94214320,-0.0933,0.0093,0
94214321,0.0571,0,-0.016
94214322,0,0.0406,-0.0618
94214323,0.0167,0,-0.0976
94214324,0,0.0028,-0.0779
94214325,0,0.0449,-0.1068
94214346,0.1235,-0.0091,0
94214347,0.0117,0,-0.0685
94214348,0,0.0281,-0.0384
94214349,0,-0.002,0.0282
94214350,0,0.0671,-0.036
94214351,0,0.0024,-0.019
94214352,0,-0.0486,0.1481
94214353,0,0.0255,-0.11
94214354,-0.0143,0.0478,0
94214355,0,0.1903,-0.134
94214356,0.0943,-0.0753,0
94214357,0.0806,0,-0.0172
94214358,-0.0078,0.0127,0
94214359,0.044,-0.0287,0
94214360,0,0.1081,-0.1133
94214151,-0.0407,0.0716,0
94214152,-0.0327,0.1058,0
94214153,-0.179,0,0.0444
94214154,-0.0479,9e-04,0
94214155,-0.2871,0,0.009
94214166,-0.111,0,0.0935
94214168,-0.1049,0.0482,0
94214169,-0.0822,0,0.014
94214170,-0.0086,0.0722,0
94214171,0.0472,0,-0.0785
94214172,-0.0552,0,0.1138
94214173,-0.0482,0.1186,0
94214174,0.1071,0,-0.1188
94214175,0,-0.0073,0.0639
94214176,-0.0462,0.0129,0
94214177,-0.0881,0.0272,0
94214178,0,0.0276,-0.0483
94214179,0.157,0,-0.0377
94214180,-0.115,0.0224,0
94214191,0,0.1276,-0.0016
94214192,0,0.0137,-0.2026
94214193,0.1161,0,-0.0811
94214194,0,0.111,-4e-04
94214195,0,0.0202,-0.0739
94214236,-0.0922,0.0869,0
94214237,-0.0314,0,0.0799
94214238,-0.0548,0.1139,0
94214239,0,0.0328,-0.0526
94214240,0,-0.0141,0.0319
94214251,-0.0811,0,0.0781
94214252,-0.0134,0,0.0265
94214253,0,-0.0117,0.0179
94214254,0,0.1605,-0.0221
94214255,-0.0667,0.0324,0
94214256,-0.0365,0,0.1453
94214257,0.0148,0,-0.1339
94214261,0.0119,-0.1248,0
94214262,0,-0.0181,0.0336
94214263,0,0.1887,-0.0348
94214264,-0.0514,0,0.0207
94214265,-0.0043,0,0.0431
94214266,-0.1647,0,0.0872
94214267,0.0589,0,-0.0943
94214268,0.0854,-0.066,0
94214269,0,0.0109,-0.0557
94214270,-0.2353,0,0.0397
94214271,0,0.104,-0.0399
94214272,-0.1284,0.1393,0
94214273,0,-0.0121,0.0642
94214274,0,0.0175,-0.1544
94214275,-0.1194,0,0.0862
94214281,-0.0759,0,0.1496
94214282,0.058,0,-0.0908
94214283,-0.1344,0.0807,0
94214284,-0.0764,0.078,0
94214285,-0.1399,7e-04,0
94214301,0.0285,-0.0033,0
94214302,-0.0643,0.0623,0
94214303,-0.1069,0.0029,0
94214305,-0.1113,0,0.0874
94214307,-0.1189,0,0.0688
94214308,0,0.2128,-0.0472
94214309,0,0.1598,-0.0438
94214311,0.0138,0,-0.1036
94214312,-0.1271,0,0.0778
94214313,0.1374,-0.0689,0
94214314,-0.0281,0,0.1074
94214315,0,-0.1316,0.0339
94214326,0,0.1085,-0.036
94214327,0.0852,0,-0.0221
94214328,0,0.1656,-0.1454
94214329,-0.0604,0.0426,0
94214330,6e-04,0,-0.0594
94214331,0,0.0096,-0.1407
94214332,0.0712,0,-0.07
94214333,0.0374,0,-0.145
94214334,0,-0.0545,0.0229
94214335,-0.0796,0.0444,0
94214336,0.0037,0,-0.0513
94214337,0,0.0648,-0.0107
94214338,0.0384,-0.0255,0
94214339,0.0922,-0.0331,0
94214340,-0.0132,0.0518,0
94214341,0.1019,0,-0.061
94214342,0,0.0111,-0.04
94214343,0,0.0766,-0.0757
94214344,1e-04,-0.0796,0
94214345,-0.0187,0.0579,0
94234694,-0.1109,0.3672,0
95223086,0,0.1853,-0.019
95253501,-0.3328,0.0361,0
95253502,-0.2719,0.0508,0
95253503,0,0.1453,-0.1209
95253504,-0.0663,0.1816,0
95253505,-0.3028,0,0.0176
95253506,-0.1999,0.1139,0
95253507,-0.029,0.1849,0
95253508,-0.02,0.1859,0
95253509,-0.1921,0.1842,0
95253510,-0.1906,0,0.0774
95253511,-0.3878,0,0.0187
95253512,-0.0409,0.0986,0
95253513,0,0.0714,-0.0847
95253514,-0.1401,0.136,0
95253515,-0.335,0,0.1086
95253516,-0.3215,0.0297,0
95253517,0,0.0111,-0.0976
95253518,-0.22,0.0908,0
95253519,-0.2275,0.2111,0
95253520,-0.2795,0,0.0212
95253521,-0.1378,0.0299,0
95253522,-0.3213,0,0.0078
95253523,-0.0449,0.1479,0
95253524,-0.0878,0.1228,0
95253525,-0.2043,0,0.1016
95253546,-0.0768,0,0.0908
95253547,-0.0104,0.1632,0
95253548,-0.3155,0,0.1349
95253549,-0.1075,0.1202,0
95253550,-0.3923,0.0117,0
95253551,-0.2126,0,0.0383
95253552,0,0.1077,-0.0171
95253553,-0.1623,0.0553,0
95253554,0,0.2177,-0.0196
95253555,-0.1318,0,0.2212
95253556,-0.3237,0,0.0996
95253557,0,0.2469,-0.1539
95253558,-0.2265,0.1293,0
95253559,-0.1511,0.1296,0
95253560,-0.207,0.0086,0
95253561,-0.337,0.0157,0
95253562,-0.0911,0.2283,0
95253563,-0.2175,0,0.1169
95253564,0,0.2166,-0.0308
95253565,-0.3607,0.123,0
95253566,-0.2409,0.2068,0
95253567,0,0.1204,-0.0257
95253568,-0.2583,0,0.0081
95253569,-0.0672,0.1413,0
95253570,-0.2118,0.1038,0
95253601,-0.3187,0,0.0947
95253602,-0.1135,0.067,0
95253603,-0.033,0,0.0964
95253604,-0.2504,0.0633,0
95253605,-0.1733,0,0.0077
95253606,-0.3219,0,0.0057
95253607,-0.1677,0.1089,0
95253608,-0.2687,0,0.0278
95253609,-0.2115,0.1901,0
95253610,-0.4119,0.0067,0
95253611,-0.4001,0.0675,0
95253612,0,0.0762,-0.0041
95253613,-0.3785,0.0248,0
95253614,-0.0519,0.1361,0
95253615,-0.179,0,0.1158
95253616,-0.397,0.1015,0
95253617,-0.0182,0,0.0188
95253618,-0.2515,0.0192,0
95253619,-0.1407,0.0828,0
95253620,0,0.0814,-0.0565
95253621,-0.1206,0,0.0288
95253622,-0.0134,0,0.1561
95253623,-0.3852,0.0225,0
95253624,-0.0872,0.081,0
95253625,-0.2732,0,0.0703
95253626,-0.3767,0,0.0712
95253627,-0.1607,0.1114,0
95253628,-0.1266,0.0235,0
95253629,-0.2346,0.1221,0
95253630,-0.2045,0.0815,0
95253631,-0.2369,0,0.0368
95253632,-0.1738,0,0.0318
95253633,-0.3013,0.0646,0
95253634,-0.134,0.1249,0
95253635,-0.4172,0,0.0574
95253636,-0.1272,0,0.1009
95253637,-0.061,0.042,0
95253638,-0.2605,0.0845,0
95253639,-0.115,0.1922,0
95253640,-0.3115,0.0755,0
95253641,-0.3426,0,0.1163
95253642,-0.1483,0,0.1102
95253643,-0.4484,0,0.1424
95253644,-0.2135,0.049,0
95253645,-0.2583,0,0.1978
95253646,-0.0137,0,0.0582
95253647,-0.0979,0.1252,0
95253648,-0.3057,0,0.0244
95253649,-0.1625,0.0788,0
95253650,-0.4577,0,0.0128
95253651,-0.0967,0,0.2166
95253652,-0.3492,0,0.1398
95253653,-0.0277,0.1235,0
